Sturing Stand,6338,,Controle Stand,12886,,MotorstroomActief,12897,,Sectie Berijding,13578
08/Apr/19 20:56:13.448,Sturing Rechts,,04/Apr/19 18:12:28.854,Uit controle,,04/Apr/19 18:12:28.756,Motorstroom Actief,,04/Apr/19 15:04:50.999,Wel Berijding
08/Apr/19 21:01:10.798,Sturing Links,,04/Apr/19 18:12:30.154,Links in controle,,04/Apr/19 18:12:30.136,Geen Motorstroom,,04/Apr/19 15:05:20.449,Geen Berijding
08/Apr/19 21:04:03.997,Sturing Rechts,,04/Apr/19 18:16:42.103,Uit controle,,04/Apr/19 18:16:42.026,Motorstroom Actief,,04/Apr/19 15:06:57.009,Wel Berijding
08/Apr/19 21:06:44.147,Sturing Links,,04/Apr/19 18:16:43.453,Rechts in controle,,04/Apr/19 18:16:43.426,Geen Motorstroom,,04/Apr/19 15:07:07.508,Geen Berijding
08/Apr/19 21:15:17.755,Sturing Rechts,,04/Apr/19 18:20:44.403,Uit controle,,04/Apr/19 18:20:44.305,Motorstroom Actief,,04/Apr/19 15:16:01.859,Wel Berijding
08/Apr/19 21:18:06.904,Sturing Links,,04/Apr/19 18:20:45.703,Links in controle,,04/Apr/19 18:20:45.675,Geen Motorstroom,,04/Apr/19 15:16:24.109,Geen Berijding
08/Apr/19 21:22:24.204,Sturing Onbekend,,04/Apr/19 18:23:35.615,Uit controle,,04/Apr/19 18:23:35.487,Motorstroom Actief,,04/Apr/19 15:18:36.509,Wel Berijding
08/Apr/19 21:22:27.004,Sturing Links,,04/Apr/19 18:23:36.914,Rechts in controle,,04/Apr/19 18:23:36.897,Geen Motorstroom,,04/Apr/19 15:19:02.558,Geen Berijding
08/Apr/19 21:30:55.763,Sturing Rechts,,04/Apr/19 18:26:09.764,Uit controle,,04/Apr/19 18:26:09.667,Motorstroom Actief,,04/Apr/19 15:22:06.520,Wel Berijding
08/Apr/19 21:33:12.913,Sturing Links,,04/Apr/19 18:26:11.065,Links in controle,,04/Apr/19 18:26:11.057,Geen Motorstroom,,04/Apr/19 15:22:36.071,Geen Berijding
08/Apr/19 21:35:23.063,Sturing Rechts,,04/Apr/19 18:31:10.114,Uit controle,,04/Apr/19 18:31:09.986,Motorstroom Actief,,04/Apr/19 15:24:18.621,Wel Berijding
08/Apr/19 21:42:21.572,Sturing Links,,04/Apr/19 18:31:11.414,Rechts in controle,,04/Apr/19 18:31:11.406,Geen Motorstroom,,04/Apr/19 15:24:36.021,Geen Berijding
08/Apr/19 21:48:46.972,Sturing Rechts,,04/Apr/19 18:36:38.463,Uit controle,,04/Apr/19 18:36:38.356,Motorstroom Actief,,04/Apr/19 15:33:03.371,Wel Berijding
08/Apr/19 21:54:13.332,Sturing Links,,04/Apr/19 18:36:39.763,Links in controle,,04/Apr/19 18:36:39.736,Geen Motorstroom,,04/Apr/19 15:33:17.271,Geen Berijding
08/Apr/19 21:57:31.531,Sturing Rechts,,04/Apr/19 18:40:18.720,Uit controle,,04/Apr/19 18:40:18.593,Motorstroom Actief,,04/Apr/19 15:36:13.172,Wel Berijding
08/Apr/19 22:00:48.780,Sturing Links,,04/Apr/19 18:40:20.021,Rechts in controle,,04/Apr/19 18:40:20.003,Geen Motorstroom,,04/Apr/19 15:36:53.232,Geen Berijding
08/Apr/19 22:03:34.930,Sturing Rechts,,04/Apr/19 18:42:12.820,Uit controle,,04/Apr/19 18:42:12.732,Motorstroom Actief,,04/Apr/19 15:38:45.532,Wel Berijding
08/Apr/19 22:06:15.130,Sturing Links,,04/Apr/19 18:42:14.120,Links in controle,,04/Apr/19 18:42:14.122,Geen Motorstroom,,04/Apr/19 15:38:56.031,Geen Berijding
08/Apr/19 22:12:36.540,Sturing Onbekend,,04/Apr/19 18:49:51.319,Uit controle,,04/Apr/19 18:49:51.232,Motorstroom Actief,,04/Apr/19 15:44:30.581,Wel Berijding
08/Apr/19 22:12:39.391,Sturing Links,,04/Apr/19 18:49:52.669,Rechts in controle,,04/Apr/19 18:49:52.632,Geen Motorstroom,,04/Apr/19 15:44:55.481,Geen Berijding
08/Apr/19 22:21:05.090,Sturing Rechts,,04/Apr/19 18:57:25.829,Uit controle,,04/Apr/19 18:57:25.762,Motorstroom Actief,,04/Apr/19 15:50:43.482,Wel Berijding
08/Apr/19 22:23:50.289,Sturing Links,,04/Apr/19 18:57:27.180,Links in controle,,04/Apr/19 18:57:27.142,Geen Motorstroom,,04/Apr/19 15:51:09.782,Geen Berijding
08/Apr/19 22:26:20.448,Sturing Rechts,,04/Apr/19 19:00:48.079,Uit controle,,04/Apr/19 19:00:47.962,Motorstroom Actief,,04/Apr/19 16:01:49.390,Wel Berijding
08/Apr/19 22:29:36.698,Sturing Onbekend,,04/Apr/19 19:00:49.379,Rechts in controle,,04/Apr/19 19:00:49.372,Geen Motorstroom,,04/Apr/19 16:02:09.440,Geen Berijding
08/Apr/19 22:29:39.498,Sturing Rechts,,04/Apr/19 19:05:09.329,Uit controle,,04/Apr/19 19:05:09.261,Motorstroom Actief,,04/Apr/19 16:04:39.290,Wel Berijding
08/Apr/19 22:34:26.997,Sturing Rechts,,04/Apr/19 19:05:10.678,Links in controle,,04/Apr/19 19:05:10.651,Geen Motorstroom,,04/Apr/19 16:05:00.290,Geen Berijding
08/Apr/19 22:36:49.147,Sturing Links,,04/Apr/19 19:12:04.839,Uit controle,,04/Apr/19 19:12:04.711,Motorstroom Actief,,04/Apr/19 16:07:00.303,Wel Berijding
08/Apr/19 22:44:09.657,Sturing Rechts,,04/Apr/19 19:12:06.139,Rechts in controle,,04/Apr/19 19:12:06.121,Geen Motorstroom,,04/Apr/19 16:07:28.351,Geen Berijding
08/Apr/19 22:48:51.956,Sturing Links,,04/Apr/19 19:16:21.088,Uit controle,,04/Apr/19 19:16:21.011,Motorstroom Actief,,04/Apr/19 16:10:38.152,Wel Berijding
08/Apr/19 23:01:03.766,Sturing Rechts,,04/Apr/19 19:16:22.388,Links in controle,,04/Apr/19 19:16:22.391,Geen Motorstroom,,04/Apr/19 16:11:00.201,Geen Berijding
08/Apr/19 23:03:59.966,Sturing Links,,04/Apr/19 19:20:37.388,Uit controle,,04/Apr/19 19:20:37.280,Motorstroom Actief,,04/Apr/19 16:14:21.202,Wel Berijding
08/Apr/19 23:06:28.115,Sturing Rechts,,04/Apr/19 19:20:38.688,Rechts in controle,,04/Apr/19 19:20:38.690,Geen Motorstroom,,04/Apr/19 16:18:49.802,Geen Berijding
08/Apr/19 23:10:33.423,Sturing Links,,04/Apr/19 19:26:50.795,Uit controle,,04/Apr/19 19:26:50.717,Motorstroom Actief,,04/Apr/19 16:22:02.962,Wel Berijding
08/Apr/19 23:19:38.022,Sturing Rechts,,04/Apr/19 19:26:52.145,Links in controle,,04/Apr/19 19:26:52.097,Geen Motorstroom,,04/Apr/19 16:22:33.163,Geen Berijding
08/Apr/19 23:23:33.272,Sturing Links,,04/Apr/19 19:30:25.044,Uit controle,,04/Apr/19 19:30:24.937,Motorstroom Actief,,04/Apr/19 16:25:08.762,Wel Berijding
08/Apr/19 23:27:17.532,Sturing Rechts,,04/Apr/19 19:30:26.345,Rechts in controle,,04/Apr/19 19:30:26.337,Geen Motorstroom,,04/Apr/19 16:25:29.612,Geen Berijding
08/Apr/19 23:36:49.180,Sturing Links,,04/Apr/19 19:33:29.244,Uit controle,,04/Apr/19 19:33:29.146,Motorstroom Actief,,04/Apr/19 16:30:01.113,Wel Berijding
08/Apr/19 23:38:25.280,Sturing Rechts,,04/Apr/19 19:33:30.544,Links in controle,,04/Apr/19 19:33:30.536,Geen Motorstroom,,04/Apr/19 16:30:27.712,Geen Berijding
08/Apr/19 23:44:33.691,Sturing Links,,04/Apr/19 19:35:35.394,Uit controle,,04/Apr/19 19:35:35.276,Motorstroom Actief,,04/Apr/19 16:34:28.712,Wel Berijding
08/Apr/19 23:56:25.450,Sturing Rechts,,04/Apr/19 19:35:36.694,Rechts in controle,,04/Apr/19 19:35:36.686,Geen Motorstroom,,04/Apr/19 16:34:51.462,Geen Berijding
08/Apr/19 23:59:27.699,Sturing Links,,04/Apr/19 19:41:15.754,Uit controle,,04/Apr/19 19:41:15.667,Motorstroom Actief,,04/Apr/19 16:37:24.972,Wel Berijding
09/Apr/19 00:05:20.048,Sturing Rechts,,04/Apr/19 19:41:17.104,Links in controle,,04/Apr/19 19:41:17.057,Geen Motorstroom,,04/Apr/19 16:37:59.422,Geen Berijding
09/Apr/19 00:13:12.608,Sturing Links,,04/Apr/19 19:44:47.004,Uit controle,,04/Apr/19 19:44:46.896,Motorstroom Actief,,04/Apr/19 16:39:13.722,Wel Berijding
09/Apr/19 00:26:48.506,Sturing Rechts,,04/Apr/19 19:44:48.354,Rechts in controle,,04/Apr/19 19:44:48.316,Geen Motorstroom,,04/Apr/19 16:39:29.772,Geen Berijding
09/Apr/19 00:33:07.905,Sturing Links,,04/Apr/19 19:55:57.763,Uit controle,,04/Apr/19 19:55:57.656,Motorstroom Actief,,04/Apr/19 16:44:08.322,Wel Berijding
09/Apr/19 05:42:30.547,Sturing Rechts,,04/Apr/19 19:55:59.064,Links in controle,,04/Apr/19 19:55:59.046,Geen Motorstroom,,04/Apr/19 16:44:32.822,Geen Berijding
09/Apr/19 05:51:25.156,Sturing Links,,04/Apr/19 19:59:00.963,Uit controle,,04/Apr/19 19:59:00.846,Motorstroom Actief,,04/Apr/19 16:50:46.222,Wel Berijding
09/Apr/19 06:00:11.755,Sturing Rechts,,04/Apr/19 19:59:02.263,Rechts in controle,,04/Apr/19 19:59:02.256,Geen Motorstroom,,04/Apr/19 16:51:04.471,Geen Berijding
09/Apr/19 06:05:18.114,Sturing Links,,04/Apr/19 20:03:02.212,Uit controle,,04/Apr/19 20:03:02.125,Motorstroom Actief,,04/Apr/19 16:58:18.532,Wel Berijding
09/Apr/19 06:32:23.872,Sturing Rechts,,04/Apr/19 20:03:03.513,Links in controle,,04/Apr/19 20:03:03.505,Geen Motorstroom,,04/Apr/19 16:58:41.833,Geen Berijding
09/Apr/19 06:33:53.971,Sturing Links,,04/Apr/19 20:05:27.362,Uit controle,,04/Apr/19 20:05:27.265,Motorstroom Actief,,04/Apr/19 17:04:01.283,Wel Berijding
09/Apr/19 06:49:49.030,Sturing Rechts,,04/Apr/19 20:05:28.712,Rechts in controle,,04/Apr/19 20:05:28.675,Geen Motorstroom,,04/Apr/19 17:04:19.832,Geen Berijding
09/Apr/19 06:55:28.440,Sturing Links,,04/Apr/19 20:12:06.821,Uit controle,,04/Apr/19 20:12:06.733,Motorstroom Actief,,04/Apr/19 17:05:54.032,Wel Berijding
09/Apr/19 06:58:02.589,Sturing Rechts,,04/Apr/19 20:12:08.121,Links in controle,,04/Apr/19 20:12:08.113,Geen Motorstroom,,04/Apr/19 17:06:27.283,Geen Berijding
09/Apr/19 07:18:28.947,Sturing Links,,04/Apr/19 20:17:07.170,Uit controle,,04/Apr/19 20:17:07.052,Motorstroom Actief,,04/Apr/19 17:08:33.793,Wel Berijding
09/Apr/19 07:32:40.907,Sturing Rechts,,04/Apr/19 20:17:08.470,Rechts in controle,,04/Apr/19 20:17:08.452,Geen Motorstroom,,04/Apr/19 17:08:47.242,Geen Berijding
09/Apr/19 07:35:08.056,Sturing Links,,04/Apr/19 20:20:06.320,Uit controle,,04/Apr/19 20:20:06.253,Motorstroom Actief,,04/Apr/19 17:15:20.142,Wel Berijding
09/Apr/19 07:42:11.527,Sturing Rechts,,04/Apr/19 20:20:07.669,Links in controle,,04/Apr/19 20:20:07.633,Geen Motorstroom,,04/Apr/19 17:15:40.094,Geen Berijding
09/Apr/19 07:59:41.724,Sturing Links,,04/Apr/19 20:23:02.531,Uit controle,,04/Apr/19 20:23:02.443,Motorstroom Actief,,04/Apr/19 17:21:46.392,Wel Berijding
09/Apr/19 08:02:47.923,Sturing Rechts,,04/Apr/19 20:23:03.881,Rechts in controle,,04/Apr/19 20:23:03.843,Geen Motorstroom,,04/Apr/19 17:22:10.354,Geen Berijding
09/Apr/19 08:05:21.073,Sturing Links,,04/Apr/19 20:28:55.929,Uit controle,,04/Apr/19 20:28:55.852,Motorstroom Actief,,04/Apr/19 17:25:00.653,Wel Berijding
09/Apr/19 08:20:37.081,Sturing Rechts,,04/Apr/19 20:28:57.280,Links in controle,,04/Apr/19 20:28:57.232,Geen Motorstroom,,04/Apr/19 17:25:28.554,Geen Berijding
09/Apr/19 08:23:48.340,Sturing Links,,04/Apr/19 20:31:25.079,Uit controle,,04/Apr/19 20:31:25.002,Motorstroom Actief,,04/Apr/19 17:29:20.754,Wel Berijding
09/Apr/19 08:34:58.039,Sturing Rechts,,04/Apr/19 20:31:26.429,Rechts in controle,,04/Apr/19 20:31:26.402,Geen Motorstroom,,04/Apr/19 17:29:38.153,Geen Berijding
09/Apr/19 08:42:17.548,Sturing Links,,04/Apr/19 20:35:31.379,Uit controle,,04/Apr/19 20:35:31.281,Motorstroom Actief,,04/Apr/19 17:34:31.554,Wel Berijding
09/Apr/19 08:54:26.359,Sturing Rechts,,04/Apr/19 20:35:32.679,Links in controle,,04/Apr/19 20:35:32.661,Geen Motorstroom,,04/Apr/19 17:35:00.553,Geen Berijding
09/Apr/19 09:05:26.107,Sturing Links,,04/Apr/19 20:37:59.538,Uit controle,,04/Apr/19 20:37:59.450,Motorstroom Actief,,04/Apr/19 17:37:02.165,Wel Berijding
09/Apr/19 09:14:26.668,Sturing Rechts,,04/Apr/19 20:38:00.888,Rechts in controle,,04/Apr/19 20:38:00.840,Geen Motorstroom,,04/Apr/19 17:37:23.514,Geen Berijding
09/Apr/19 09:22:21.224,Sturing Links,,04/Apr/19 20:45:52.087,Uit controle,,04/Apr/19 20:45:51.969,Motorstroom Actief,,04/Apr/19 17:39:12.863,Wel Berijding
09/Apr/19 09:26:19.474,Sturing Rechts,,04/Apr/19 20:45:53.387,Links in controle,,04/Apr/19 20:45:53.359,Geen Motorstroom,,04/Apr/19 17:39:30.415,Geen Berijding
09/Apr/19 09:42:04.533,Sturing Links,,04/Apr/19 20:49:12.286,Uit controle,,04/Apr/19 20:49:12.179,Motorstroom Actief,,04/Apr/19 17:43:54.813,Wel Berijding
09/Apr/19 09:47:11.882,Sturing Rechts,,04/Apr/19 20:49:13.586,Rechts in controle,,04/Apr/19 20:49:13.579,Geen Motorstroom,,04/Apr/19 17:44:09.963,Geen Berijding
09/Apr/19 10:07:47.250,Sturing Links,,04/Apr/19 20:56:09.745,Uit controle,,04/Apr/19 20:56:09.668,Motorstroom Actief,,04/Apr/19 17:53:30.824,Wel Berijding
09/Apr/19 10:12:33.549,Sturing Rechts,,04/Apr/19 20:56:11.096,Links in controle,,04/Apr/19 20:56:11.048,Geen Motorstroom,,04/Apr/19 17:53:56.924,Geen Berijding
09/Apr/19 10:16:32.849,Sturing Links,,04/Apr/19 21:00:26.045,Uit controle,,04/Apr/19 21:00:25.928,Motorstroom Actief,,04/Apr/19 17:59:57.774,Wel Berijding
09/Apr/19 10:19:59.048,Sturing Rechts,,04/Apr/19 21:00:27.345,Rechts in controle,,04/Apr/19 21:00:27.328,Geen Motorstroom,,04/Apr/19 18:00:14.924,Geen Berijding
09/Apr/19 10:22:39.261,Sturing Links,,04/Apr/19 21:02:49.195,Uit controle,,04/Apr/19 21:02:49.107,Motorstroom Actief,,04/Apr/19 18:05:15.575,Wel Berijding
09/Apr/19 10:34:05.009,Sturing Rechts,,04/Apr/19 21:02:50.495,Links in controle,,04/Apr/19 21:02:50.487,Geen Motorstroom,,04/Apr/19 18:05:47.725,Geen Berijding
09/Apr/19 10:51:22.166,Sturing Links,,04/Apr/19 21:07:42.494,Uit controle,,04/Apr/19 21:07:42.416,Motorstroom Actief,,04/Apr/19 18:07:52.084,Wel Berijding
09/Apr/19 10:55:32.425,Sturing Rechts,,04/Apr/19 21:07:43.844,Rechts in controle,,04/Apr/19 21:07:43.816,Geen Motorstroom,,04/Apr/19 18:08:23.485,Geen Berijding
09/Apr/19 11:03:44.974,Sturing Links,,04/Apr/19 21:12:25.855,Uit controle,,04/Apr/19 21:12:25.747,Motorstroom Actief,,04/Apr/19 18:09:48.535,Wel Berijding
09/Apr/19 11:07:31.234,Sturing Rechts,,04/Apr/19 21:12:27.154,Links in controle,,04/Apr/19 21:12:27.137,Geen Motorstroom,,04/Apr/19 18:10:06.335,Geen Berijding
09/Apr/19 11:12:27.534,Sturing Links,,04/Apr/19 21:17:12.154,Uit controle,,04/Apr/19 21:17:12.057,Motorstroom Actief,,04/Apr/19 18:14:20.985,Wel Berijding
09/Apr/19 11:16:22.833,Sturing Rechts,,04/Apr/19 21:17:13.454,Rechts in controle,,04/Apr/19 21:17:13.447,Geen Motorstroom,,04/Apr/19 18:14:38.534,Geen Berijding
09/Apr/19 12:03:06.909,Sturing Links,,04/Apr/19 21:20:20.353,Uit controle,,04/Apr/19 21:20:20.266,Motorstroom Actief,,04/Apr/19 18:18:23.734,Wel Berijding
09/Apr/19 12:07:38.219,Sturing Rechts,,04/Apr/19 21:20:21.654,Links in controle,,04/Apr/19 21:20:21.656,Geen Motorstroom,,04/Apr/19 18:18:50.434,Geen Berijding
09/Apr/19 12:16:33.818,Sturing Links,,04/Apr/19 21:26:23.764,Uit controle,,04/Apr/19 21:26:23.676,Motorstroom Actief,,04/Apr/19 18:22:22.496,Wel Berijding
09/Apr/19 12:20:14.068,Sturing Rechts,,04/Apr/19 21:26:25.114,Rechts in controle,,04/Apr/19 21:26:25.076,Geen Motorstroom,,04/Apr/19 18:22:50.246,Geen Berijding
09/Apr/19 12:25:26.427,Sturing Links,,04/Apr/19 21:30:21.013,Uit controle,,04/Apr/19 21:30:20.936,Motorstroom Actief,,04/Apr/19 18:25:12.896,Wel Berijding
09/Apr/19 12:32:52.926,Sturing Rechts,,04/Apr/19 21:30:22.363,Links in controle,,04/Apr/19 21:30:22.326,Geen Motorstroom,,04/Apr/19 18:25:37.896,Geen Berijding
09/Apr/19 12:38:44.336,Sturing Links,,04/Apr/19 21:32:43.213,Uit controle,,04/Apr/19 21:32:43.096,Motorstroom Actief,,04/Apr/19 18:30:41.496,Wel Berijding
09/Apr/19 12:43:00.585,Sturing Rechts,,04/Apr/19 21:32:44.513,Rechts in controle,,04/Apr/19 21:32:44.486,Geen Motorstroom,,04/Apr/19 18:30:52.097,Geen Berijding
09/Apr/19 12:48:45.985,Sturing Links,,04/Apr/19 21:35:20.363,Uit controle,,04/Apr/19 21:35:20.265,Motorstroom Actief,,04/Apr/19 18:36:03.596,Wel Berijding
09/Apr/19 12:54:03.344,Sturing Onbekend,,04/Apr/19 21:35:21.663,Links in controle,,04/Apr/19 21:35:21.645,Geen Motorstroom,,04/Apr/19 18:36:32.046,Geen Berijding
09/Apr/19 12:54:06.144,Sturing Links,,04/Apr/19 21:42:01.820,Uit controle,,04/Apr/19 21:42:01.713,Motorstroom Actief,,04/Apr/19 18:38:12.154,Wel Berijding
09/Apr/19 13:03:44.942,Sturing Rechts,,04/Apr/19 21:42:03.121,Rechts in controle,,04/Apr/19 21:42:03.113,Geen Motorstroom,,04/Apr/19 18:38:24.704,Geen Berijding
09/Apr/19 13:08:48.304,Sturing Links,,04/Apr/19 21:48:52.270,Uit controle,,04/Apr/19 21:48:52.172,Motorstroom Actief,,04/Apr/19 18:41:13.655,Wel Berijding
09/Apr/19 13:16:06.803,Sturing Rechts,,04/Apr/19 21:48:53.569,Links in controle,,04/Apr/19 21:48:53.552,Geen Motorstroom,,04/Apr/19 18:41:45.555,Geen Berijding
09/Apr/19 13:19:47.053,Sturing Links,,04/Apr/19 21:53:00.519,Uit controle,,04/Apr/19 21:53:00.432,Motorstroom Actief,,04/Apr/19 18:44:15.204,Wel Berijding
09/Apr/19 13:22:25.202,Sturing Rechts,,04/Apr/19 21:53:01.880,Rechts in controle,,04/Apr/19 21:53:01.832,Geen Motorstroom,,04/Apr/19 18:44:31.154,Geen Berijding
09/Apr/19 13:25:57.462,Sturing Links,,04/Apr/19 21:57:09.829,Uit controle,,04/Apr/19 21:57:09.732,Motorstroom Actief,,04/Apr/19 18:51:40.554,Wel Berijding
09/Apr/19 13:34:25.011,Sturing Rechts,,04/Apr/19 21:57:11.129,Links in controle,,04/Apr/19 21:57:11.112,Geen Motorstroom,,04/Apr/19 18:52:12.304,Geen Berijding
09/Apr/19 13:42:08.520,Sturing Links,,04/Apr/19 22:02:25.178,Uit controle,,04/Apr/19 22:02:25.061,Motorstroom Actief,,04/Apr/19 18:59:06.866,Wel Berijding
09/Apr/19 13:48:50.969,Sturing Rechts,,04/Apr/19 22:02:26.478,Rechts in controle,,04/Apr/19 22:02:26.461,Geen Motorstroom,,04/Apr/19 18:59:22.765,Geen Berijding
09/Apr/19 13:55:10.428,Sturing Links,,04/Apr/19 22:05:34.378,Uit controle,,04/Apr/19 22:05:34.281,Motorstroom Actief,,04/Apr/19 19:04:31.465,Wel Berijding
09/Apr/19 14:03:16.927,Sturing Rechts,,04/Apr/19 22:05:35.678,Links in controle,,04/Apr/19 22:05:35.661,Geen Motorstroom,,04/Apr/19 19:04:59.966,Geen Berijding
09/Apr/19 14:17:29.885,Sturing Onbekend,,04/Apr/19 22:07:58.528,Uit controle,,04/Apr/19 22:07:58.430,Motorstroom Actief,,04/Apr/19 19:06:22.167,Wel Berijding
09/Apr/19 14:17:32.685,Sturing Rechts,,04/Apr/19 22:07:59.828,Rechts in controle,,04/Apr/19 22:07:59.830,Geen Motorstroom,,04/Apr/19 19:06:46.766,Geen Berijding
09/Apr/19 14:24:22.346,Sturing Links,,04/Apr/19 22:12:40.837,Uit controle,,04/Apr/19 22:12:40.760,Motorstroom Actief,,04/Apr/19 19:10:45.877,Wel Berijding
09/Apr/19 14:27:07.546,Sturing Rechts,,04/Apr/19 22:12:42.187,Links in controle,,04/Apr/19 22:12:42.150,Geen Motorstroom,,04/Apr/19 19:11:06.527,Geen Berijding
09/Apr/19 14:31:34.845,Sturing Links,,04/Apr/19 22:17:12.137,Uit controle,,04/Apr/19 22:17:12.049,Motorstroom Actief,,04/Apr/19 19:13:50.828,Wel Berijding
09/Apr/19 14:34:10.995,Sturing Rechts,,04/Apr/19 22:17:13.487,Rechts in controle,,04/Apr/19 22:17:13.439,Geen Motorstroom,,04/Apr/19 19:14:15.428,Geen Berijding
09/Apr/19 14:38:17.255,Sturing Links,,04/Apr/19 22:19:52.336,Uit controle,,04/Apr/19 22:19:52.229,Motorstroom Actief,,04/Apr/19 19:18:02.728,Wel Berijding
09/Apr/19 14:44:09.655,Sturing Rechts,,04/Apr/19 22:19:53.636,Links in controle,,04/Apr/19 22:19:53.619,Geen Motorstroom,,04/Apr/19 19:18:30.227,Geen Berijding
09/Apr/19 14:48:58.004,Sturing Links,,04/Apr/19 22:22:57.536,Uit controle,,04/Apr/19 22:22:57.428,Motorstroom Actief,,04/Apr/19 19:22:22.978,Wel Berijding
09/Apr/19 14:55:25.412,Sturing Rechts,,04/Apr/19 22:22:58.836,Rechts in controle,,04/Apr/19 22:22:58.828,Geen Motorstroom,,04/Apr/19 19:22:56.135,Geen Berijding
09/Apr/19 15:01:47.861,Sturing Links,,04/Apr/19 22:26:24.747,Uit controle,,04/Apr/19 22:26:24.680,Motorstroom Actief,,04/Apr/19 19:28:44.536,Wel Berijding
09/Apr/19 15:04:11.011,Sturing Rechts,,04/Apr/19 22:26:26.097,Links in controle,,04/Apr/19 22:26:26.070,Geen Motorstroom,,04/Apr/19 19:29:00.486,Geen Berijding
09/Apr/19 15:07:36.210,Sturing Links,,04/Apr/19 22:30:22.047,Uit controle,,04/Apr/19 22:30:21.929,Motorstroom Actief,,04/Apr/19 19:32:18.785,Wel Berijding
09/Apr/19 15:15:57.770,Sturing Rechts,,04/Apr/19 22:30:23.347,Rechts in controle,,04/Apr/19 22:30:23.329,Geen Motorstroom,,04/Apr/19 19:32:40.235,Geen Berijding
09/Apr/19 15:18:13.919,Sturing Links,,04/Apr/19 22:33:02.197,Uit controle,,04/Apr/19 22:33:02.119,Motorstroom Actief,,04/Apr/19 19:35:05.736,Wel Berijding
09/Apr/19 15:25:35.435,Sturing Rechts,,04/Apr/19 22:33:03.546,Links in controle,,04/Apr/19 22:33:03.509,Geen Motorstroom,,04/Apr/19 19:35:22.335,Geen Berijding
09/Apr/19 15:31:08.784,Sturing Links,,04/Apr/19 22:35:42.396,Uit controle,,04/Apr/19 22:35:42.279,Motorstroom Actief,,04/Apr/19 19:37:10.986,Wel Berijding
09/Apr/19 15:33:32.934,Sturing Rechts,,04/Apr/19 22:35:43.696,Rechts in controle,,04/Apr/19 22:35:43.679,Geen Motorstroom,,04/Apr/19 19:37:28.086,Geen Berijding
09/Apr/19 15:37:30.233,Sturing Links,,04/Apr/19 22:42:16.804,Uit controle,,04/Apr/19 22:42:16.737,Motorstroom Actief,,04/Apr/19 19:43:18.946,Wel Berijding
09/Apr/19 15:42:00.537,Sturing Rechts,,04/Apr/19 22:42:18.154,Links in controle,,04/Apr/19 22:42:18.137,Geen Motorstroom,,04/Apr/19 19:43:42.248,Geen Berijding
09/Apr/19 15:44:25.687,Sturing Links,,04/Apr/19 22:53:43.563,Uit controle,,04/Apr/19 22:53:43.485,Motorstroom Actief,,04/Apr/19 19:46:35.047,Wel Berijding
09/Apr/19 15:48:37.936,Sturing Rechts,,04/Apr/19 22:53:44.913,Rechts in controle,,04/Apr/19 22:53:44.885,Geen Motorstroom,,04/Apr/19 19:46:58.847,Geen Berijding
09/Apr/19 15:55:37.445,Sturing Links,,04/Apr/19 22:58:22.912,Uit controle,,04/Apr/19 22:58:22.805,Motorstroom Actief,,04/Apr/19 19:57:41.457,Wel Berijding
09/Apr/19 16:00:57.795,Sturing Rechts,,04/Apr/19 22:58:24.212,Links in controle,,04/Apr/19 22:58:24.195,Geen Motorstroom,,04/Apr/19 19:57:51.708,Geen Berijding
09/Apr/19 16:03:28.944,Sturing Links,,04/Apr/19 23:01:17.062,Uit controle,,04/Apr/19 23:01:16.984,Motorstroom Actief,,04/Apr/19 20:02:13.757,Wel Berijding
09/Apr/19 16:07:12.194,Sturing Rechts,,04/Apr/19 23:01:18.412,Rechts in controle,,04/Apr/19 23:01:18.384,Geen Motorstroom,,04/Apr/19 20:02:36.957,Geen Berijding
09/Apr/19 16:16:56.854,Sturing Links,,04/Apr/19 23:03:45.261,Uit controle,,04/Apr/19 23:03:45.154,Motorstroom Actief,,04/Apr/19 20:04:45.508,Wel Berijding
09/Apr/19 16:19:22.004,Sturing Rechts,,04/Apr/19 23:03:46.562,Links in controle,,04/Apr/19 23:03:46.544,Geen Motorstroom,,04/Apr/19 20:05:12.907,Geen Berijding
09/Apr/19 16:21:56.203,Sturing Links,,04/Apr/19 23:05:55.411,Uit controle,,04/Apr/19 23:05:55.294,Motorstroom Actief,,04/Apr/19 20:06:44.857,Wel Berijding
09/Apr/19 16:25:05.362,Sturing Rechts,,04/Apr/19 23:05:56.711,Rechts in controle,,04/Apr/19 23:05:56.704,Geen Motorstroom,,04/Apr/19 20:07:01.757,Geen Berijding
09/Apr/19 16:29:50.712,Sturing Links,,04/Apr/19 23:10:17.672,Uit controle,,04/Apr/19 23:10:17.605,Motorstroom Actief,,04/Apr/19 20:14:24.666,Wel Berijding
09/Apr/19 16:32:11.861,Sturing Rechts,,04/Apr/19 23:10:19.022,Links in controle,,04/Apr/19 23:10:18.995,Geen Motorstroom,,04/Apr/19 20:14:44.466,Geen Berijding
09/Apr/19 16:35:04.061,Sturing Links,,04/Apr/19 23:19:17.271,Uit controle,,04/Apr/19 23:19:17.184,Motorstroom Actief,,04/Apr/19 20:19:14.216,Wel Berijding
09/Apr/19 16:37:41.210,Sturing Rechts,,04/Apr/19 23:19:18.621,Rechts in controle,,04/Apr/19 23:19:18.594,Geen Motorstroom,,04/Apr/19 20:19:48.066,Geen Berijding
